base,b_encontrado,salto_coef_train,salto_p_train,salto_coef_test,salto_p_test,pendiente_coef_train,pendiente_p_train,pendiente_coef_test,pendiente_p_test,r2_simple_train,r2_segmentado_train,r2_simple_test,r2_segmentado_test,quiebre_confirmado
observacional,5,3.1314703521770624,0,3.1874827202030853,0,-0.0119866636987798,0.14780094197331411,-0.01209565656902985,0.33975532110520246,0.16988089117579352,0.2939794380739318,0.1631559634295492,0.2897712130274876,TRUE
experimento,5,3.424161178188524,1.9910138425119256e-85,3.4992183258817775,2.233130130925088e-44,0.011256991373207535,0.7652625175578178,0.017284757924811635,0.75249638325918,0.12882656722365018,0.21082120883107763,0.12711230279879807,0.22369070637802613,TRUE
