base,b_encontrado,salto_coef_train,salto_p_train,salto_coef_test,salto_p_test,pendiente_coef_train,pendiente_p_train,pendiente_coef_test,pendiente_p_test,r2_simple_train,r2_segmentado_train,r2_simple_test,r2_segmentado_test,quiebre_confirmado
observacional,5,3.1314703521771285,0,3.187482720203147,0,-0.011986663698779884,0.1478009419733151,-0.012095656569029396,0.3397553211052178,0.1698808911757947,0.293979438073928,0.1631559634295505,0.2897712130274877,TRUE
