base,b_encontrado,salto_coef_train,salto_p_train,salto_coef_test,salto_p_test,pendiente_coef_train,pendiente_p_train,pendiente_coef_test,pendiente_p_test,r2_simple_train,r2_segmentado_train,r2_simple_test,r2_segmentado_test,quiebre_confirmado
experimento,5,3.424161178188547,1.9910138425116407e-85,3.4992183258817593,2.2331301309270115e-44,0.011256991373207568,0.7652625175578174,0.0172847579248126,0.7524963832591667,0.1288265672236507,0.21082120883107744,0.1271123027987981,0.2236907063780259,TRUE
